ShipmentID,OrderDate,ShipDate,DeliveryDate,DateKey,CarrierKey,WarehouseKey,ShipModeKey,ProductCategoryKey,DestinationKey,PackageCount,TotalWeightLbs,ShippingCost,TargetDeliveryDays,ActualDeliveryDays,OnTimeFlag,DamageFlag,ReturnFlag,CustomerSatisfactionScore
SHP-005540,2024-01-09,2024-01-10,2024-01-20,20240109,3,1,1,6,5,6,11.2,20.31,7,10,0,0,0,3
SHP-005541,2023-04-02,2023-04-04,2023-04-07,20230402,2,2,2,8,2,4,26.1,34.34,4,3,1,0,0,4
SHP-005542,2024-06-25,2024-06-25,2024-07-05,20240625,8,2,1,5,4,3,178.6,200.05,7,10,0,0,0,1
SHP-005543,2024-10-24,2024-10-24,2024-10-29,20241024,1,1,2,8,5,5,23.6,35.15,4,5,0,0,0,2
SHP-005544,2023-05-15,2023-05-16,2023-05-18,20230515,4,5,4,1,6,3,14.7,32.42,2,2,1,0,0,4
SHP-005545,2023-04-19,2023-04-20,2023-04-26,20230419,6,3,1,8,3,3,8.6,62.75,7,6,1,0,0,5
SHP-005546,2024-09-23,2024-09-24,2024-10-01,20240923,5,6,1,6,4,5,7.8,25.94,7,7,1,0,0,5
SHP-005547,2024-02-10,2024-02-12,2024-02-21,20240210,1,1,1,6,16,2,8.1,10.27,7,9,0,0,0,4
SHP-005548,2024-04-13,2024-04-15,2024-04-22,20240413,4,5,2,6,13,3,1.8,9.8,4,7,0,0,0,5
SHP-005549,2023-02-27,2023-03-01,2023-03-09,20230227,5,4,1,8,18,5,44.5,38.0,7,8,0,0,0,3
SHP-005550,2023-07-04,2023-07-05,2023-07-11,20230704,6,1,1,1,16,6,12.8,29.66,7,6,1,0,0,1
SHP-005551,2023-05-29,2023-05-31,2023-06-03,20230529,1,2,3,2,26,3,86.4,518.56,1,3,0,0,0,4
SHP-005552,2024-09-08,2024-09-10,2024-09-18,20240908,1,6,1,3,9,3,11.6,28.75,7,8,0,0,0,2
SHP-005553,2024-03-14,2024-03-16,2024-03-24,20240314,3,6,1,5,5,2,41.3,71.3,7,8,0,0,0,3
SHP-005554,2024-01-26,2024-01-26,2024-02-01,20240126,5,3,1,5,25,2,77.3,69.36,7,6,1,0,0,5
SHP-005555,2024-02-03,2024-02-05,2024-02-18,20240203,4,2,1,5,12,3,140.2,41.3,7,13,0,0,0,5
SHP-005556,2023-10-25,2023-10-25,2023-11-01,20231025,3,2,1,8,6,5,9.9,44.58,7,7,1,0,0,3
SHP-005557,2023-09-18,2023-09-18,2023-10-02,20230918,1,2,5,5,18,3,151.6,166.47,10,14,0,0,0,2
SHP-005558,2023-08-01,2023-08-02,2023-08-02,20230801,4,2,6,8,15,1,23.8,326.54,0,0,1,0,0,5
SHP-005559,2024-01-27,2024-01-29,2024-01-29,20240127,6,5,6,5,11,1,178.7,800.44,0,0,1,0,0,3
SHP-005560,2023-08-11,2023-08-13,2023-08-22,20230811,8,1,1,1,24,3,10.6,5.54,7,9,0,0,0,2
SHP-005561,2023-06-10,2023-06-12,2023-06-15,20230610,6,6,2,5,10,3,142.6,300.86,4,3,1,0,0,4
SHP-005562,2024-07-16,2024-07-16,2024-07-25,20240716,2,5,5,7,19,6,3.0,23.62,10,9,1,0,0,5
SHP-005563,2023-06-11,2023-06-13,2023-06-16,20230611,5,1,2,2,2,1,79.6,292.48,4,3,1,0,0,3
SHP-005564,2024-02-24,2024-02-24,2024-03-14,20240224,3,5,5,3,20,3,10.2,6.85,10,19,0,0,0,3
SHP-005565,2024-05-16,2024-05-16,2024-05-19,20240516,7,3,3,2,13,2,117.5,209.02,1,3,0,0,0,3
SHP-005566,2023-04-21,2023-04-23,2023-05-03,20230421,3,1,1,2,13,1,134.6,69.28,7,10,0,0,0,2
SHP-005567,2023-02-10,2023-02-10,2023-02-24,20230210,3,6,5,3,25,5,1.6,20.96,10,14,0,0,0,2
SHP-005568,2024-08-16,2024-08-18,2024-08-24,20240816,4,1,2,1,30,4,9.5,44.82,4,6,0,0,0,3
SHP-005569,2024-05-13,2024-05-15,2024-05-20,20240513,5,2,2,8,5,3,40.7,63.31,4,5,0,0,1,5
SHP-005570,2023-08-30,2023-08-30,2023-09-04,20230830,3,5,2,6,26,3,11.8,20.99,4,5,0,0,0,3
SHP-005571,2024-07-04,2024-07-04,2024-07-08,20240704,3,1,2,2,13,1,63.4,192.26,4,4,1,0,0,4
SHP-005572,2023-08-19,2023-08-20,2023-08-27,20230819,5,4,1,7,1,2,6.9,15.66,7,7,1,0,0,2
SHP-005573,2024-08-21,2024-08-23,2024-08-30,20240821,7,6,1,7,29,2,9.1,11.12,7,7,1,1,0,5
SHP-005574,2024-03-04,2024-03-04,2024-03-11,20240304,7,1,1,7,6,2,6.5,5.14,7,7,1,0,0,5
SHP-005575,2024-07-31,2024-08-02,2024-08-08,20240731,4,2,1,3,13,5,11.4,18.06,7,6,1,0,0,4
SHP-005576,2023-09-04,2023-09-04,2023-09-12,20230904,4,5,1,6,17,1,13.7,12.26,7,8,0,0,0,3
SHP-005577,2023-08-11,2023-08-12,2023-08-23,20230811,7,6,1,6,21,4,13.5,34.47,7,11,0,0,0,2
SHP-005578,2023-07-01,2023-07-01,2023-07-04,20230701,5,1,2,5,13,3,134.5,178.23,4,3,1,0,0,4
SHP-005579,2024-06-13,2024-06-14,2024-06-21,20240613,1,6,1,1,22,4,9.7,23.09,7,7,1,0,0,4
SHP-005580,2024-10-01,2024-10-03,2024-10-09,20241001,8,4,2,8,9,5,17.5,34.42,4,6,0,1,0,3
SHP-005581,2024-04-15,2024-04-17,2024-04-28,20240415,1,2,1,3,2,5,5.0,29.44,7,11,0,0,0,5
SHP-005582,2024-05-27,2024-05-29,2024-05-30,20240527,8,2,4,2,30,2,122.7,420.84,2,1,1,0,0,5
SHP-005583,2023-07-29,2023-07-31,2023-08-07,20230729,6,3,2,3,29,1,14.5,55.58,4,7,0,0,0,1
SHP-005584,2023-09-12,2023-09-14,2023-09-30,20230912,7,5,1,1,6,5,14.4,28.3,7,16,0,0,0,3
SHP-005585,2023-04-21,2023-04-23,2023-05-04,20230421,3,6,1,5,21,1,114.4,168.38,7,11,0,0,0,1
SHP-005586,2024-10-12,2024-10-12,2024-10-18,20241012,3,6,2,5,2,1,61.7,150.16,4,6,0,0,0,2
SHP-005587,2023-09-02,2023-09-04,2023-09-13,20230902,2,2,5,6,24,2,6.5,14.47,10,9,1,0,0,4
SHP-005588,2023-07-27,2023-07-29,2023-08-04,20230727,4,1,4,6,14,6,6.8,54.58,2,6,0,0,0,3
SHP-005589,2024-05-08,2024-05-09,2024-05-13,20240508,3,2,4,2,3,2,59.1,308.35,2,4,0,0,0,1
SHP-005590,2023-11-29,2023-11-30,2023-12-10,20231129,6,1,1,3,7,1,2.7,16.36,7,10,0,0,0,1
SHP-005591,2023-10-20,2023-10-20,2023-10-26,20231020,2,3,2,4,11,2,18.2,81.35,4,6,0,0,0,2
SHP-005592,2024-08-06,2024-08-08,2024-08-15,20240806,4,3,1,2,10,1,26.6,83.32,7,7,1,0,0,3
SHP-005593,2024-06-28,2024-06-30,2024-07-04,20240628,3,3,3,3,9,4,13.9,57.63,1,4,0,0,0,1
SHP-005594,2024-11-04,2024-11-04,2024-11-10,20241104,5,4,1,6,16,4,5.1,15.4,7,6,1,0,0,5
SHP-005595,2023-03-03,2023-03-04,2023-03-10,20230303,3,4,2,8,24,4,31.2,96.11,4,6,0,0,0,2
SHP-005596,2023-08-05,2023-08-05,2023-08-15,20230805,8,4,4,7,11,3,10.8,17.67,2,10,0,0,0,3
SHP-005597,2024-04-25,2024-04-25,2024-04-25,20240425,2,3,3,6,22,2,7.2,64.38,1,0,1,0,0,3
SHP-005598,2023-05-14,2023-05-16,2023-05-18,20230514,4,4,3,3,16,2,3.6,117.33,1,2,0,0,0,2
SHP-005599,2023-04-24,2023-04-26,2023-04-30,20230424,5,1,2,4,13,6,23.2,64.9,4,4,1,0,0,5
SHP-005600,2024-04-08,2024-04-09,2024-04-18,20240408,6,6,1,8,4,3,26.3,39.97,7,9,0,0,0,3
SHP-005601,2024-11-12,2024-11-12,2024-11-23,20241112,1,5,1,7,7,5,3.5,32.0,7,11,0,0,0,1
SHP-005602,2023-09-23,2023-09-25,2023-10-03,20230923,8,5,1,7,1,6,3.6,28.82,7,8,0,0,1,4
SHP-005603,2024-05-22,2024-05-24,2024-06-05,20240522,4,4,5,7,2,1,5.3,20.41,10,12,0,0,0,2
SHP-005604,2023-04-03,2023-04-05,2023-04-10,20230403,3,4,3,2,1,2,135.5,280.9,1,5,0,0,0,5
SHP-005605,2024-12-03,2024-12-05,2024-12-05,20241203,3,6,3,4,23,3,7.6,143.59,1,0,1,0,0,3
SHP-005606,2023-12-10,2023-12-10,2023-12-14,20231210,7,1,4,7,23,5,7.0,42.45,2,4,0,0,0,3
SHP-005607,2023-11-07,2023-11-07,2023-11-19,20231107,4,4,5,1,24,5,10.8,17.91,10,12,0,0,0,3
SHP-005608,2023-11-18,2023-11-20,2023-12-02,20231118,1,2,5,7,7,4,12.5,14.24,10,12,0,0,0,5
SHP-005609,2023-02-14,2023-02-14,2023-02-20,20230214,8,5,4,8,16,2,24.7,167.73,2,6,0,0,0,2
SHP-005610,2024-10-08,2024-10-09,2024-10-20,20241008,3,1,1,1,11,1,6.3,36.57,7,11,0,0,0,5
SHP-005611,2024-06-04,2024-06-05,2024-06-15,20240604,7,4,1,6,12,1,0.6,30.24,7,10,0,0,0,2
SHP-005612,2023-01-26,2023-01-28,2023-02-01,20230126,5,5,3,1,1,6,0.7,45.7,1,4,0,0,0,2
SHP-005613,2024-11-19,2024-11-19,2024-11-25,20241119,1,5,4,4,16,5,6.5,70.06,2,6,0,0,1,2
SHP-005614,2023-06-19,2023-06-20,2023-06-24,20230619,8,5,2,7,29,6,14.2,9.53,4,4,1,0,0,2
SHP-005615,2023-11-26,2023-11-26,2023-12-01,20231126,6,4,2,4,18,5,10.4,43.74,4,5,0,0,0,3
SHP-005616,2024-04-03,2024-04-04,2024-04-05,20240403,3,5,4,6,20,5,14.6,42.2,2,1,1,0,0,5
SHP-005617,2024-06-13,2024-06-13,2024-06-22,20240613,7,2,5,1,26,4,8.9,10.07,10,9,1,0,0,5
SHP-005618,2024-07-01,2024-07-02,2024-07-02,20240701,2,1,3,8,1,6,38.6,193.17,1,0,1,0,0,5
SHP-005619,2023-01-06,2023-01-07,2023-01-10,20230106,3,5,4,4,4,2,6.3,97.52,2,3,0,0,0,4
SHP-005620,2023-01-17,2023-01-17,2023-01-22,20230117,8,1,2,2,20,3,79.6,162.97,4,5,0,0,0,2
SHP-005621,2023-01-04,2023-01-06,2023-01-24,20230104,7,5,5,5,13,2,77.3,87.97,10,18,0,0,0,3
SHP-005622,2024-04-13,2024-04-15,2024-04-23,20240413,2,2,2,4,16,1,28.0,103.33,4,8,0,0,1,2
SHP-005623,2023-01-05,2023-01-07,2023-01-09,20230105,4,5,6,4,29,2,7.7,262.13,0,2,0,0,0,2
SHP-005624,2023-06-08,2023-06-08,2023-06-09,20230608,5,5,3,2,17,2,115.1,122.58,1,1,1,0,0,4
SHP-005625,2023-06-13,2023-06-14,2023-06-25,20230613,4,2,1,6,6,3,12.2,32.88,7,11,0,0,0,3
SHP-005626,2023-07-03,2023-07-03,2023-07-09,20230703,3,3,2,7,2,1,4.5,36.85,4,6,0,0,0,3
SHP-005627,2024-12-26,2024-12-28,2025-01-04,20241226,1,1,1,8,16,3,46.2,34.1,7,7,1,0,0,2
SHP-005628,2023-12-15,2023-12-16,2023-12-24,20231215,6,2,1,8,29,5,21.2,54.37,7,8,0,0,0,3
SHP-005629,2023-11-13,2023-11-13,2023-11-16,20231113,3,1,2,6,21,2,2.9,53.66,4,3,1,0,0,5
SHP-005630,2023-06-23,2023-06-25,2023-06-29,20230623,6,5,4,7,1,3,12.9,18.55,2,4,0,1,0,4
SHP-005631,2023-09-11,2023-09-11,2023-09-21,20230911,3,3,1,7,15,4,8.1,25.68,7,10,0,0,0,3
SHP-005632,2024-02-26,2024-02-26,2024-02-28,20240226,7,2,3,6,26,2,5.5,40.11,1,2,0,0,0,4
SHP-005633,2023-09-23,2023-09-24,2023-10-05,20230923,7,2,1,7,29,2,2.2,32.85,7,11,0,0,0,1
SHP-005634,2023-05-04,2023-05-06,2023-05-15,20230504,7,6,1,2,7,2,140.9,95.13,7,9,0,0,0,3
SHP-005635,2024-09-21,2024-09-23,2024-10-05,20240921,1,3,5,6,24,5,3.9,24.13,10,12,0,0,0,2
SHP-005636,2024-06-05,2024-06-07,2024-06-13,20240605,4,5,4,4,24,2,11.9,115.61,2,6,0,0,0,2
SHP-005637,2023-03-17,2023-03-19,2023-03-20,20230317,6,4,3,5,30,2,40.4,696.15,1,1,1,0,0,1
SHP-005638,2023-10-11,2023-10-11,2023-10-16,20231011,6,6,2,4,23,2,5.1,109.26,4,5,0,0,0,3
SHP-005639,2023-11-09,2023-11-09,2023-11-15,20231109,1,3,2,5,7,1,190.0,73.91,4,6,0,0,0,3
SHP-005640,2023-02-01,2023-02-01,2023-02-12,20230201,3,6,3,3,4,5,9.7,101.9,1,11,0,0,1,3
SHP-005641,2023-12-24,2023-12-24,2024-01-03,20231224,2,1,1,4,11,5,42.4,43.88,7,10,0,0,0,1
SHP-005642,2024-02-20,2024-02-22,2024-03-02,20240220,7,2,1,5,6,2,172.5,106.21,7,9,0,0,0,4
SHP-005643,2023-03-20,2023-03-22,2023-04-02,20230320,6,1,4,1,27,6,8.3,65.38,2,11,0,0,0,1
SHP-005644,2024-11-20,2024-11-22,2024-11-25,20241120,5,1,3,6,21,5,11.6,64.03,1,3,0,0,0,5
SHP-005645,2024-05-12,2024-05-13,2024-05-30,20240512,5,4,1,3,4,6,12.0,27.38,7,17,0,0,0,3
SHP-005646,2023-04-26,2023-04-26,2023-04-30,20230426,8,3,2,2,16,2,184.9,188.55,4,4,1,0,0,4
SHP-005647,2024-01-15,2024-01-17,2024-01-17,20240115,3,4,6,4,20,1,26.6,110.68,0,0,1,0,0,5
SHP-005648,2023-07-16,2023-07-18,2023-07-29,20230716,2,2,1,7,12,1,13.1,35.86,7,11,0,0,0,3
SHP-005649,2024-11-14,2024-11-16,2024-11-30,20241114,8,5,1,5,16,1,133.9,114.69,7,14,0,0,0,1
SHP-005650,2023-10-31,2023-11-02,2023-11-03,20231031,8,6,3,4,8,4,46.1,162.93,1,1,1,0,0,3
SHP-005651,2023-05-27,2023-05-27,2023-05-27,20230527,7,1,6,2,4,2,153.9,683.37,0,0,1,0,0,2
SHP-005652,2023-03-19,2023-03-20,2023-03-21,20230319,5,5,3,8,11,5,7.1,91.85,1,1,1,0,0,2
SHP-005653,2024-12-26,2024-12-26,2025-01-05,20241226,2,4,1,8,1,5,33.7,74.81,7,10,0,0,0,4
SHP-005654,2023-11-25,2023-11-25,2023-12-02,20231125,3,1,2,8,10,4,35.0,76.1,4,7,0,0,0,2
SHP-005655,2024-12-21,2024-12-22,2024-12-26,20241221,7,4,4,8,6,2,31.3,171.03,2,4,0,0,0,1
SHP-005656,2023-04-01,2023-04-02,2023-04-11,20230401,8,1,3,7,29,3,11.3,92.09,1,9,0,0,0,5
SHP-005657,2023-09-14,2023-09-15,2023-09-18,20230914,4,2,2,3,4,1,3.8,19.86,4,3,1,0,1,4
SHP-005658,2023-06-17,2023-06-18,2023-06-24,20230617,1,4,4,4,2,4,42.9,149.34,2,6,0,0,0,3
SHP-005659,2023-12-12,2023-12-13,2023-12-23,20231212,5,4,5,2,26,1,131.3,151.15,10,10,1,0,0,4
SHP-005660,2023-09-29,2023-09-29,2023-10-02,20230929,4,2,2,5,16,3,68.0,86.61,4,3,1,0,0,5
SHP-005661,2023-09-14,2023-09-14,2023-09-21,20230914,8,6,2,1,5,1,12.7,40.22,4,7,0,0,0,2
SHP-005662,2024-04-27,2024-04-27,2024-04-27,20240427,8,2,3,5,21,3,167.2,406.29,1,0,1,0,0,4
SHP-005663,2023-11-28,2023-11-30,2023-12-08,20231128,6,4,1,1,4,5,13.6,35.71,7,8,0,0,0,3
SHP-005664,2023-08-19,2023-08-19,2023-08-27,20230819,7,4,2,2,16,2,158.5,223.91,4,8,0,0,0,3
SHP-005665,2024-11-22,2024-11-23,2024-12-03,20241122,8,6,5,7,2,3,9.6,25.19,10,10,1,0,1,3
SHP-005666,2023-08-08,2023-08-09,2023-08-27,20230808,6,2,5,1,29,5,1.6,9.5,10,18,0,0,0,3
SHP-005667,2024-06-08,2024-06-09,2024-06-20,20240608,8,3,1,4,19,6,16.6,66.55,7,11,0,0,0,4
SHP-005668,2023-04-14,2023-04-15,2023-04-16,20230414,6,1,4,4,17,4,47.4,98.86,2,1,1,0,0,4
SHP-005669,2023-10-28,2023-10-28,2023-11-03,20231028,2,1,2,7,27,4,14.3,19.78,4,6,0,0,0,4
SHP-005670,2024-01-19,2024-01-20,2024-01-28,20240119,3,2,2,4,18,5,44.8,33.47,4,8,0,1,0,5
SHP-005671,2024-08-26,2024-08-27,2024-08-30,20240826,7,6,4,5,12,3,103.0,302.45,2,3,0,0,0,3
SHP-005672,2024-04-14,2024-04-16,2024-04-22,20240414,2,6,2,1,6,2,4.4,49.66,4,6,0,0,0,4
SHP-005673,2023-02-13,2023-02-14,2023-02-17,20230213,7,6,3,3,28,6,2.1,89.75,1,3,0,1,0,3
SHP-005674,2023-04-05,2023-04-07,2023-04-17,20230405,3,6,1,2,15,2,50.3,203.12,7,10,0,0,0,4
SHP-005675,2024-12-02,2024-12-02,2024-12-10,20241202,6,2,1,4,12,4,48.1,29.79,7,8,0,0,0,2
SHP-005676,2024-09-18,2024-09-19,2024-09-26,20240918,3,4,2,5,25,2,57.7,202.27,4,7,0,0,0,3
SHP-005677,2023-01-19,2023-01-19,2023-01-21,20230119,2,1,4,6,1,1,13.5,19.72,2,2,1,0,0,5
SHP-005678,2023-03-07,2023-03-08,2023-03-14,20230307,8,2,1,3,5,5,4.6,28.09,7,6,1,0,0,4
SHP-005679,2023-09-26,2023-09-28,2023-10-03,20230926,6,5,2,1,28,1,9.7,49.5,4,5,0,0,0,3
SHP-005680,2024-05-02,2024-05-04,2024-05-17,20240502,7,3,2,6,27,4,10.4,41.64,4,13,0,0,0,3
SHP-005681,2024-05-14,2024-05-15,2024-05-21,20240514,2,5,1,6,30,2,12.6,13.14,7,6,1,0,0,5
SHP-005682,2023-12-14,2023-12-14,2023-12-14,20231214,3,3,6,1,29,4,6.9,55.55,0,0,1,0,0,5
SHP-005683,2024-02-17,2024-02-19,2024-02-25,20240217,4,2,1,3,3,3,2.9,12.39,7,6,1,0,0,4
SHP-005684,2024-05-31,2024-06-02,2024-06-10,20240531,4,1,2,8,15,1,45.7,50.1,4,8,0,0,0,5
SHP-005685,2023-12-25,2023-12-25,2023-12-29,20231225,7,5,4,5,14,1,39.4,514.16,2,4,0,0,0,3
SHP-005686,2023-03-07,2023-03-08,2023-03-12,20230307,3,2,2,5,8,1,194.9,108.79,4,4,1,0,0,5
SHP-005687,2024-07-02,2024-07-04,2024-07-10,20240702,6,1,1,4,17,2,44.9,44.13,7,6,1,0,0,3
SHP-005688,2024-04-06,2024-04-07,2024-04-09,20240406,3,1,3,3,9,2,14.8,94.26,1,2,0,0,0,5
SHP-005689,2023-12-19,2023-12-19,2023-12-22,20231219,4,3,3,1,7,5,6.3,22.46,1,3,0,0,0,3
SHP-005690,2024-07-02,2024-07-02,2024-07-07,20240702,7,1,4,7,5,1,0.8,31.12,2,5,0,0,0,2
SHP-005691,2024-03-23,2024-03-25,2024-03-29,20240323,7,4,2,4,24,3,49.1,89.87,4,4,1,0,0,5
SHP-005692,2023-09-01,2023-09-01,2023-09-09,20230901,8,2,2,1,29,1,4.5,30.78,4,8,0,0,0,3
SHP-005693,2024-10-29,2024-10-29,2024-10-31,20241029,5,1,6,8,20,3,41.6,223.54,0,2,0,0,0,2
SHP-005694,2023-01-20,2023-01-20,2023-01-25,20230120,5,6,3,5,4,2,143.6,461.84,1,5,0,0,0,2
SHP-005695,2024-01-24,2024-01-24,2024-01-28,20240124,3,4,3,5,5,3,58.6,599.84,1,4,0,0,0,3
SHP-005696,2024-05-12,2024-05-13,2024-05-24,20240512,2,2,1,4,3,5,19.9,20.82,7,11,0,0,0,3
SHP-005697,2024-06-13,2024-06-15,2024-06-23,20240613,1,2,2,1,15,1,12.3,42.07,4,8,0,0,0,1
SHP-005698,2023-08-09,2023-08-10,2023-08-16,20230809,1,2,3,6,28,1,7.9,57.97,1,6,0,0,0,3
SHP-005699,2023-01-29,2023-01-31,2023-02-06,20230129,8,2,3,5,9,2,28.6,405.56,1,6,0,0,0,4
SHP-005700,2023-11-26,2023-11-27,2023-12-01,20231126,7,4,2,5,10,3,160.0,332.43,4,4,1,0,0,4
SHP-005701,2024-12-17,2024-12-17,2024-12-23,20241217,7,5,2,3,14,1,1.2,53.9,4,6,0,0,0,1
SHP-005702,2024-09-01,2024-09-03,2024-09-06,20240901,4,3,6,6,19,2,10.4,144.24,0,3,0,0,0,3
SHP-005703,2024-11-22,2024-11-22,2024-11-24,20241122,8,1,4,2,6,2,83.9,308.41,2,2,1,0,0,5
SHP-005704,2023-09-06,2023-09-08,2023-09-12,20230906,5,4,4,7,8,6,10.4,77.45,2,4,0,0,0,2
SHP-005705,2024-01-22,2024-01-24,2024-02-02,20240122,4,5,1,1,23,4,5.4,9.0,7,9,0,0,0,3
SHP-005706,2024-08-05,2024-08-06,2024-08-11,20240805,6,5,4,8,9,3,37.0,104.23,2,5,0,0,0,3
SHP-005707,2024-10-12,2024-10-12,2024-10-16,20241012,1,6,4,8,29,5,25.6,84.35,2,4,0,0,0,1
SHP-005708,2023-05-05,2023-05-05,2023-05-08,20230505,8,3,6,8,24,6,22.1,297.33,0,3,0,0,0,2
SHP-005709,2024-05-24,2024-05-25,2024-05-27,20240524,8,1,3,5,5,1,99.1,598.8,1,2,0,0,0,3
SHP-005710,2024-11-09,2024-11-09,2024-11-11,20241109,8,3,3,6,14,4,6.2,72.61,1,2,0,0,0,2
SHP-005711,2024-12-23,2024-12-23,2024-12-28,20241223,2,6,2,7,8,5,10.2,9.08,4,5,0,0,0,4
SHP-005712,2023-05-12,2023-05-13,2023-05-20,20230512,1,4,2,3,6,3,8.3,13.35,4,7,0,0,0,3
SHP-005713,2023-01-12,2023-01-12,2023-01-18,20230112,8,1,2,5,20,1,21.1,339.1,4,6,0,0,0,2
SHP-005714,2024-07-31,2024-07-31,2024-08-02,20240731,5,1,3,7,15,5,8.7,48.46,1,2,0,0,0,3
SHP-005715,2024-02-28,2024-03-01,2024-03-04,20240228,5,5,4,3,11,3,7.5,45.6,2,3,0,0,0,5
SHP-005716,2023-03-13,2023-03-15,2023-03-26,20230313,4,3,1,8,17,6,43.9,22.34,7,11,0,0,0,1
SHP-005717,2024-11-12,2024-11-13,2024-11-23,20241112,2,5,5,7,20,4,2.9,7.86,10,10,1,0,0,4
SHP-005718,2024-08-15,2024-08-15,2024-08-24,20240815,7,3,5,6,2,1,14.9,17.78,10,9,1,0,0,3
SHP-005719,2024-11-04,2024-11-05,2024-11-10,20241104,8,1,3,3,8,3,3.9,51.82,1,5,0,0,0,1
SHP-005720,2024-11-07,2024-11-08,2024-11-15,20241107,6,2,2,4,18,3,34.7,43.41,4,7,0,0,0,1
SHP-005721,2023-11-01,2023-11-02,2023-11-06,20231101,4,3,4,3,24,6,2.0,46.95,2,4,0,0,0,3
SHP-005722,2023-08-23,2023-08-25,2023-09-03,20230823,1,4,5,5,21,1,99.0,98.52,10,9,1,0,0,3
SHP-005723,2024-01-15,2024-01-17,2024-01-21,20240115,5,6,2,3,13,4,13.9,20.64,4,4,1,0,0,4
SHP-005724,2024-04-11,2024-04-11,2024-04-19,20240411,6,3,2,1,28,1,3.5,19.31,4,8,0,0,0,2
SHP-005725,2023-05-15,2023-05-16,2023-05-17,20230515,5,5,3,2,3,3,170.6,580.82,1,1,1,0,0,3
SHP-005726,2024-12-09,2024-12-11,2024-12-18,20241209,6,5,2,6,13,2,11.9,26.6,4,7,0,0,0,1
SHP-005727,2023-06-27,2023-06-28,2023-07-04,20230627,8,2,1,7,26,5,11.1,32.4,7,6,1,0,0,5
SHP-005728,2024-11-14,2024-11-15,2024-11-18,20241114,5,5,2,4,18,4,15.9,50.66,4,3,1,0,0,1
SHP-005729,2024-04-30,2024-05-02,2024-05-03,20240430,1,2,6,4,7,6,12.3,314.44,0,1,0,0,0,1
SHP-005730,2023-07-12,2023-07-13,2023-07-22,20230712,3,2,5,8,21,4,14.2,45.52,10,9,1,0,0,3
SHP-005731,2023-03-21,2023-03-23,2023-04-01,20230321,2,6,1,8,17,2,20.9,49.82,7,9,0,0,1,1
SHP-005732,2023-05-29,2023-05-29,2023-06-06,20230529,8,2,1,4,15,5,45.5,26.87,7,8,0,0,0,2
SHP-005733,2023-04-08,2023-04-08,2023-04-22,20230408,6,4,5,6,26,1,4.1,12.44,10,14,0,0,0,2
SHP-005734,2023-12-07,2023-12-09,2023-12-09,20231207,6,1,6,5,26,2,42.2,928.48,0,0,1,0,0,5
SHP-005735,2024-01-20,2024-01-22,2024-01-28,20240120,7,4,2,2,8,3,183.6,161.54,4,6,0,0,0,4
SHP-005736,2024-11-27,2024-11-28,2024-12-02,20241127,3,2,4,4,4,2,21.1,55.95,2,4,0,0,0,4
SHP-005737,2024-12-12,2024-12-12,2024-12-22,20241212,1,4,1,3,4,2,13.1,31.7,7,10,0,0,0,5
SHP-005738,2023-07-22,2023-07-23,2023-08-02,20230722,4,6,1,6,29,5,2.9,26.5,7,10,0,0,0,3
SHP-005739,2024-03-18,2024-03-20,2024-03-26,20240318,7,5,2,3,16,6,0.8,48.0,4,6,0,1,0,4
SHP-005740,2023-07-14,2023-07-16,2023-07-24,20230714,7,2,1,1,23,2,9.6,27.75,7,8,0,0,0,2
SHP-005741,2024-11-17,2024-11-17,2024-11-23,20241117,1,4,1,2,20,1,118.2,90.95,7,6,1,0,0,4
SHP-005742,2023-09-03,2023-09-03,2023-09-07,20230903,2,3,6,1,12,1,3.9,125.25,0,4,0,0,0,5
SHP-005743,2023-11-21,2023-11-22,2023-11-25,20231121,5,2,4,1,14,2,7.5,70.98,2,3,0,0,0,2
SHP-005744,2024-10-07,2024-10-08,2024-10-15,20241007,5,3,2,8,11,1,41.5,107.92,4,7,0,0,0,3
SHP-005745,2023-12-04,2023-12-06,2023-12-10,20231204,1,5,4,1,7,4,6.7,49.07,2,4,0,0,0,3
SHP-005746,2023-06-26,2023-06-26,2023-07-02,20230626,6,3,2,1,28,2,7.1,17.45,4,6,0,0,0,1
SHP-005747,2023-08-30,2023-09-01,2023-09-10,20230830,8,2,1,5,10,3,24.5,115.68,7,9,0,0,0,3
SHP-005748,2023-01-09,2023-01-11,2023-01-23,20230109,4,4,5,6,11,5,5.5,5.85,10,12,0,0,0,2
SHP-005749,2024-07-08,2024-07-09,2024-07-13,20240708,3,3,4,8,2,2,44.6,63.29,2,4,0,0,0,1
SHP-005750,2023-02-25,2023-02-26,2023-03-04,20230225,6,3,1,3,8,6,2.1,10.51,7,6,1,0,0,5
SHP-005751,2024-02-26,2024-02-27,2024-03-07,20240226,6,6,1,5,2,2,83.4,176.69,7,9,0,0,0,5
SHP-005752,2023-10-07,2023-10-07,2023-10-07,20231007,8,6,3,4,4,4,47.6,207.6,1,0,1,0,0,4
SHP-005753,2024-01-19,2024-01-19,2024-01-21,20240119,6,1,4,2,15,3,192.3,356.63,2,2,1,0,0,3
SHP-005754,2024-07-13,2024-07-14,2024-07-16,20240713,8,4,4,3,12,6,4.3,33.69,2,2,1,0,0,4
SHP-005755,2024-11-29,2024-12-01,2024-12-08,20241129,8,3,2,4,13,6,46.3,46.09,4,7,0,0,0,4
